Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Ablöse
17,Adama Diakhaby,Right Winger,21,1.5,France,Stade Rennais,Ligue 1,Monaco,Ligue 1,€10.00m
17,Allan Saint-Maximin,Left Winger,20,3.0,France,Monaco,Ligue 1,OGC Nice,Ligue 1,€10.00m
17,Florian Lejeune,Centre-Back,26,5.0,France,SD Eibar,LaLiga,Newcastle,Premier League,€10.00m
17,Pape Cheikh,Central Midfield,20,8.0,Senegal,Celta de Vigo,LaLiga,Olympique Lyon,Ligue 1,€10.00m
17,Jonathan Cafu,Right Winger,26,10.0,Brazil,Ludogorets,efbet Liga,G. Bordeaux,Ligue 1,€7.50m
17,Ryad Boudebouz,Attacking Midfield,27,10.0,Algeria,Montpellier,Ligue 1,Real Betis,LaLiga,€7.00m
17,Vincenzo Grifo,Left Winger,24,10.0,Italy,SC Freiburg,Bundesliga,Bor. M'gladbach,Bundesliga,€6.00m
17,Jeremain Lens,Right Winger,29,11.0,Netherlands,Sunderland,Championship,Besiktas,Süper Lig,Loan fee:€1.50m
17,Lucas Lima,Attacking Midfield,27,11.0,Brazil,Santos,Série A,Palmeiras,Série A,free transfer
17,Nikola Vlašić,Attacking Midfield,19,4.0,Croatia,Hajduk Split,SuperSport HNL,Everton,Premier League,€10.80m
17,Stevan Jovetic,Centre-Forward,27,10.0,Montenegro,Inter,Serie A,Monaco,Ligue 1,€10.50m
17,Jordan Hugill,Centre-Forward,25,3.0,England,Preston,Championship,West Ham,Premier League,€10.20m
17,Younès Belhanda,Attacking Midfield,27,9.0,Morocco,Dynamo Kyiv,Premier Liga,Galatasaray,Süper Lig,€10.00m
17,Maximiliano Romero,Centre-Forward,18,4.0,Argentina,Vélez Sarsfield,Superliga,PSV Eindhoven,Eredivisie,€10.00m
17,Loïs Diony,Centre-Forward,24,3.0,France,Dijon,Ligue 1,Saint-Étienne,Ligue 1,€10.00m
17,Bertrand Traoré,Right Winger,21,8.0,Burkina Faso,Chelsea,Premier League,Olympique Lyon,Ligue 1,€10.00m
17,Valère Germain,Centre-Forward,27,10.0,France,Monaco,Ligue 1,Marseille,Ligue 1,€8.00m
17,Kieran Gibbs,Left-Back,27,10.0,England,Arsenal,Premier League,West Brom,Premier League,€7.50m
17,Josip Ilicic,Attacking Midfield,29,10.0,Slovenia,Fiorentina,Serie A,Atalanta BC,Serie A,€6.40m
17,Sandro Ramírez,Centre-Forward,21,10.0,Spain,Málaga CF,LaLiga,Everton,Premier League,€6.00m
17,Enner Valencia,Centre-Forward,27,10.0,Ecuador,West Ham,Premier League,Tigres UANL,Liga MX Apertura,€5.50m
17,Carlos Vela,Right Winger,28,10.0,Mexico,Real Sociedad,LaLiga,LAFC,MLS,€5.00m
17,Johannes Geis,Defensive Midfield,24,10.0,Germany,FC Schalke 04,Bundesliga,Sevilla FC,LaLiga,Loan fee:€2.00m
17,Lazar Markovic,Right Winger,23,10.0,Serbia,Liverpool,Premier League,RSC Anderlecht,JPL,loan transfer
17,Roque Mesa,Central Midfield,28,10.0,Spain,Swansea,Premier League,Sevilla FC,LaLiga,loan transfer
17,Nampalys Mendy,Defensive Midfield,25,10.0,Senegal,Leicester,Premier League,OGC Nice,Ligue 1,loan transfer
17,Kevin Mirallas,Right Winger,30,10.0,Belgium,Everton,Premier League,Olympiacos,Super League 1,loan transfer
17,Luciano Vietto,Centre-Forward,24,10.0,Argentina,Atlético Madrid,LaLiga,Valencia,LaLiga,loan transfer
17,Terence Kongolo,Centre-Back,23,10.0,Netherlands,Monaco,Ligue 1,Huddersfield,Premier League,loan transfer
17,Bruno Fernandes,Attacking Midfield,22,7.5,Portugal,Sampdoria,Serie A,Sporting CP,Liga NOS,€9.70m
17,Facundo Colidio,Centre-Forward,17,0,Argentina,CABJ U20,Without Club,Inter U19,Primavera 1,€9.50m
17,Will Hughes,Central Midfield,22,8.0,England,Derby,Championship,Watford,Premier League,€9.10m
17,Fernando,Defensive Midfield,30,10.0,Brazil,Man City,Premier League,Galatasaray,Süper Lig,€6.00m
17,Aleksandar Kolarov,Left-Back,31,10.0,Serbia,Man City,Premier League,AS Roma,Serie A,€5.00m
17,Jordan Amavi,Left-Back,23,10.0,France,Aston Villa,Championship,Marseille,Ligue 1,Loan fee:€2.00m
17,Nani,Left Winger,30,10.0,Portugal,Valencia,LaLiga,Lazio,Serie A,Loan fee:€2.00m
17,Andrea Bertolacci,Central Midfield,26,10.0,Italy,AC Milan,Serie A,Genoa,Serie A,loan transfer
17,Sandro Ramírez,Centre-Forward,22,10.0,Spain,Everton,Premier League,Sevilla FC,LaLiga,loan transfer
17,Benik Afobe,Centre-Forward,24,10.0,DR Congo,Bournemouth,Premier League,Wolves,Championship,loan transfer
17,Didier Ndong,Central Midfield,23,10.0,Gabon,Sunderland,Championship,Watford,Premier League,loan transfer
17,Borja Bastón,Centre-Forward,24,10.0,Spain,Swansea,Premier League,Málaga CF,LaLiga,loan transfer
17,Jordy Clasie,Defensive Midfield,26,10.0,Netherlands,Southampton,Premier League,Club Brugge,JPL,loan transfer
17,Marcos Acuña,Left-Back,25,7.0,Argentina,Racing Club,Superliga,Sporting CP,Liga NOS,€9.59m
17,Tom Cleverley,Central Midfield,27,8.0,England,Everton,Premier League,Watford,Premier League,€9.30m
17,Aaron Mooy,Central Midfield,26,5.0,Australia,Man City,Premier League,Huddersfield,Premier League,€9.10m
17,Jack Cork,Defensive Midfield,28,5.0,England,Swansea,Premier League,Burnley,Premier League,€9.10m
17,Jonathas,Centre-Forward,28,7.0,Brazil,Rubin Kazan,Premier Liga,Hannover 96,Bundesliga,€9.00m
17,Emiliano Rigoni,Right Winger,24,7.0,Argentina,Independiente,Superliga,Zenit S-Pb,Premier Liga,€9.00m
17,Thiago Mendes,Defensive Midfield,25,4.0,Brazil,São Paulo,Série A,LOSC Lille,Ligue 1,€9.00m
17,Giuliano,Attacking Midfield,27,9.0,Brazil,Zenit S-Pb,Premier Liga,Fenerbahce,Süper Lig,€7.00m
17,Borja Valero,Central Midfield,32,9.0,Spain,Fiorentina,Serie A,Inter,Serie A,€6.50m
17,Juraj Kucka,Central Midfield,30,9.0,Slovakia,AC Milan,Serie A,Trabzonspor,Süper Lig,€5.00m
17,Khouma Babacar,Centre-Forward,24,9.0,Senegal,Fiorentina,Serie A,Sassuolo,Serie A,Loan fee:€3.00m
17,Domagoj Vida,Centre-Back,28,9.0,Croatia,Dynamo Kyiv,Premier Liga,Besiktas,Süper Lig,free transfer
17,Gustavo Scarpa,Attacking Midfield,24,9.0,Brazil,Fluminense,Série A,Palmeiras,Série A,loan transfer
17,Guido Pizarro,Centre-Back,27,5.0,Argentina,Tigres UANL,Liga MX Apertura,Sevilla FC,LaLiga,€8.70m
17,Matías Kranevitter,Defensive Midfield,24,6.0,Argentina,Atlético Madrid,LaLiga,Zenit S-Pb,Premier Liga,€8.50m
17,Tom Ince,Right Winger,25,7.0,England,Derby,Championship,Huddersfield,Premier League,€9.10m
17,Andrew Robertson,Left-Back,23,7.0,Scotland,Hull City,Championship,Liverpool,Premier League,€9.00m
17,Jairo Riedewald,Defensive Midfield,20,5.0,Netherlands,Ajax,Eredivisie,Crystal Palace,Premier League,€9.00m
17,Nicola Murru,Left-Back,22,2.5,Italy,Cagliari Calcio,Serie A,Sampdoria,Serie A,€9.00m
17,Kévin Malcuit,Right-Back,25,3.0,France,Saint-Étienne,Ligue 1,LOSC Lille,Ligue 1,€9.00m
17,Jordan Veretout,Central Midfield,24,9.0,France,Aston Villa,Championship,Fiorentina,Serie A,€7.00m
17,Grégoire Defrel,Centre-Forward,26,9.0,France,Sassuolo,Serie A,AS Roma,Serie A,Loan fee:€5.00m
17,Federico Fazio,Centre-Back,30,9.0,Argentina,Tottenham,Premier League,AS Roma,Serie A,€3.20m
17,Nikola Maksimović,Centre-Back,26,9.0,Serbia,Napoli,Serie A,Spartak Moscow,Premier Liga,Loan fee:€1.00m
17,Loïc Rémy,Centre-Forward,30,9.0,France,Chelsea,Premier League,UD Las Palmas,LaLiga,free transfer
17,Huan Liu,Left-Back,28,2.0,China,CQ Dangdai Lif.,Super League,BJ Guoan,Super League,€8.90m
17,Adnan Januzaj,Right Winger,22,7.0,Belgium,Man Utd,Premier League,Real Sociedad,LaLiga,€8.50m
17,Oleg Shatov,Attacking Midfield,27,8.5,Russia,Zenit S-Pb,Premier Liga,Krasnodar,Premier Liga,Loan fee:€2.00m
17,Milot Rashica,Right Winger,21,5.0,Kosovo,Vitesse,Eredivisie,Werder Bremen,Bundesliga,€8.10m
17,Juan Jesus,Centre-Back,26,7.5,Brazil,Inter,Serie A,AS Roma,Serie A,€8.00m
17,Amine Harit,Attacking Midfield,20,2.0,Morocco,FC Nantes,Ligue 1,FC Schalke 04,Bundesliga,€8.00m
17,Davie Selke,Centre-Forward,22,6.0,Germany,RB Leipzig,Bundesliga,Hertha BSC,Bundesliga,€8.00m
17,Maicon,Centre-Back,28,8.0,Brazil,São Paulo,Série A,Galatasaray,Süper Lig,€8.00m
17,Sofiane Hanni,Attacking Midfield,27,7.0,Algeria,RSC Anderlecht,JPL,Spartak Moscow,Premier Liga,€8.00m
17,Vitor Hugo,Centre-Back,26,6.0,Brazil,Palmeiras,Série A,Fiorentina,Serie A,€8.00m
17,Miha Mevlja,Centre-Back,27,4.0,Slovenia,Rostov,Premier Liga,Zenit S-Pb,Premier Liga,€8.00m
17,Gustavo Bou,Centre-Forward,27,5.5,Argentina,Racing Club,Superliga,Club Tijuana,Liga MX Apertura,€8.00m
17,Konrad Laimer,Central Midfield,20,8.0,Austria,RB Salzburg,Bundesliga,RB Leipzig,Bundesliga,€7.00m
17,Héctor Moreno,Centre-Back,29,8.0,Mexico,PSV Eindhoven,Eredivisie,AS Roma,Serie A,€5.70m
17,Diafra Sakho,Centre-Forward,28,8.0,Senegal,West Ham,Premier League,Stade Rennais,Ligue 1,€5.00m
17,Duván Zapata,Centre-Forward,26,8.5,Colombia,Napoli,Serie A,Sampdoria,Serie A,Loan fee:€1.50m
17,Sébastien Haller,Centre-Forward,23,8.0,Cote d'Ivoire,FC Utrecht,Eredivisie,E. Frankfurt,Bundesliga,€12.00m
17,Henry Onyekuru,Left Winger,20,7.0,Nigeria,KAS Eupen,JPL,Everton,Premier League,€8.00m
17,Nicolas de Préville,Centre-Forward,26,5.5,France,LOSC Lille,Ligue 1,G. Bordeaux,Ligue 1,€8.00m
17,Admir Mehmedi,Second Striker,26,3.5,Switzerland,B. Leverkusen,Bundesliga,VfL Wolfsburg,Bundesliga,€8.00m
17,Soualiho Meïté,Central Midfield,23,7.0,France,Zulte Waregem,JPL,Monaco,Ligue 1,€8.00m
17,Rafik Guitane,Right Winger,18,1.5,Algeria,Le Havre AC,Ligue 2,Stade Rennais,Ligue 1,€8.00m
17,Håvard Nordtveit,Defensive Midfield,27,5.0,Norway,West Ham,Premier League,TSG Hoffenheim,Bundesliga,€8.00m
17,Mariano Díaz,Centre-Forward,23,5.0,Dominican Republic,Real Madrid,LaLiga,Olympique Lyon,Ligue 1,€8.00m
17,Wanderson,Left Winger,22,2.75,Brazil,RB Salzburg,Bundesliga,Krasnodar,Premier Liga,€8.00m
17,Mário Rui,Left-Back,26,8.0,Portugal,AS Roma,Serie A,Napoli,Serie A,€5.75m
17,Roberto Soldado,Centre-Forward,32,8.0,Spain,Villarreal,LaLiga,Fenerbahce,Süper Lig,€5.00m
17,Jonathan dos Santos,Defensive Midfield,27,8.0,Mexico,Villarreal,LaLiga,LA Galaxy,MLS,€5.00m
17,Björn Engels,Centre-Back,22,8.0,Belgium,Club Brugge,JPL,Olympiacos,Super League 1,€4.50m
17,Steve Mandanda,Goalkeeper,32,8.0,France,Crystal Palace,Premier League,Marseille,Ligue 1,€3.00m
17,Enzo Pérez,Defensive Midfield,31,8.0,Argentina,Valencia,LaLiga,River Plate,Superliga,€2.50m
17,Gianluca Lapadula,Centre-Forward,27,8.0,Peru,AC Milan,Serie A,Genoa,Serie A,Loan fee:€250k
17,Abdul Rahman Baba,Left-Back,23,8.0,Ghana,Chelsea,Premier League,FC Schalke 04,Bundesliga,loan transfer
17,Mario Pasalic,Central Midfield,22,8.0,Croatia,Chelsea,Premier League,Spartak Moscow,Premier Liga,loan transfer
17,Jonathan Calleri,Centre-Forward,23,8.0,Argentina,Maldonado,Liga de Ascenso,UD Las Palmas,LaLiga,loan transfer
17,Diego Rolán,Centre-Forward,24,8.0,Uruguay,G. Bordeaux,Ligue 1,Málaga CF,LaLiga,loan transfer
17,Loïc Rémy,Centre-Forward,31,8.0,France,UD Las Palmas,LaLiga,Getafe,LaLiga,loan transfer
17,Lyanco,Centre-Back,20,7.5,Brazil,São Paulo,Série A,Torino,Serie A,€7.75m
17,Wendel,Central Midfield,20,7.5,Brazil,Fluminense,Série A,Sporting CP,Liga NOS,€7.50m
17,Maximilian Wöber,Centre-Back,19,7.0,Austria,Rapid Vienna,Bundesliga,Ajax,Eredivisie,€7.50m
17,Mariano,Right-Back,31,8.0,Brazil,Sevilla FC,LaLiga,Galatasaray,Süper Lig,€4.50m
17,Cristian Tello,Left Winger,25,8.0,Spain,Barcelona,LaLiga,Real Betis,LaLiga,€4.00m
17,Tomás Rincón,Defensive Midfield,29,8.0,Venezuela,Juventus,Serie A,Torino,Serie A,Loan fee:€3.00m
17,Aleksandar Mitrović,Centre-Forward,23,8.0,Serbia,Newcastle,Premier League,Fulham,Championship,Loan fee:€600k
17,Sebastian Rudy,Defensive Midfield,27,8.0,Germany,TSG Hoffenheim,Bundesliga,Bayern Munich,Bundesliga,free transfer
17,Rachid Ghezzal,Right Winger,25,8.0,Algeria,Olympique Lyon,Ligue 1,Monaco,Ligue 1,free transfer
17,Robert Snodgrass,Right Winger,29,8.0,Scotland,West Ham,Premier League,Aston Villa,Championship,loan transfer
17,Diogo Jota,Centre-Forward,20,8.0,Portugal,Atlético Madrid,LaLiga,Wolves,Championship,loan transfer
17,Tammy Abraham,Centre-Forward,19,8.0,England,Chelsea,Premier League,Swansea,Premier League,loan transfer
17,Moussa Sow,Centre-Forward,31,8.0,Senegal,Al-Ahli (UAE),Without Club,Shabab Al-Ahli,UAE Pro League,?
17,Badou Ndiaye,Central Midfield,26,5.0,Senegal,Osmanlispor FK,Süper Lig,Galatasaray,Süper Lig,€7.50m
17,Pedro Neto,Right Winger,17,2.5,Portugal,SC Braga,Liga NOS,Lazio,Serie A,Loan fee:€7.50m
17,Christian Atsu,Left Winger,25,5.0,Ghana,Chelsea,Premier League,Newcastle,Premier League,€7.50m
17,Marcelo,Centre-Back,30,6.5,Brazil,Besiktas,Süper Lig,Olympique Lyon,Ligue 1,€7.50m
17,Bruno Fernandes,Attacking Midfield,22,7.5,Portugal,Udinese Calcio,Serie A,Sampdoria,Serie A,€6.00m
17,Jetro Willems,Left-Back,23,7.5,Netherlands,PSV Eindhoven,Eredivisie,E. Frankfurt,Bundesliga,€4.50m
17,Nicolas N'Koulou,Centre-Back,27,7.5,Cameroon,Olympique Lyon,Ligue 1,Torino,Serie A,Loan fee:€500k
17,Benoît Costil,Goalkeeper,29,7.5,France,Stade Rennais,Ligue 1,G. Bordeaux,Ligue 1,free transfer
17,Jesé,Left Winger,24,7.5,Spain,Paris SG,Ligue 1,Stoke City,Premier League,loan transfer
17,Filippo Romagna,Centre-Back,20,1.0,Italy,Juventus,Serie A,Cagliari Calcio,Serie A,€7.40m
17,Ollie Watkins,Centre-Forward,21,1.5,England,Exeter City,League Two,Brentford,Championship,€7.22m
17,Avilés Hurtado,Left Winger,30,2.5,Colombia,Club Tijuana,Liga MX Apertura,Monterrey,Liga MX Apertura,€7.13m
17,Jorge Meré,Centre-Back,20,6.0,Spain,Sporting Gijón,2ª División,1.FC Köln,Bundesliga,€7.00m
17,Víctor Camarasa,Central Midfield,23,5.0,Spain,Levante,LaLiga,Real Betis,LaLiga,€7.00m
17,Faitout Maouassa,Left-Back,18,8.0,France,AS Nancy,Ligue 2,Stade Rennais,Ligue 1,€7.00m
17,Sone Aluko,Right Winger,28,2.5,Nigeria,Fulham,Championship,Reading,Championship,€7.50m
17,Santiago Ascacíbar,Central Midfield,20,7.5,Argentina,Estudiantes LP,Superliga,VfB Stuttgart,Bundesliga,€6.00m
17,Sébastien Corchia,Right-Back,26,7.5,France,LOSC Lille,Ligue 1,Sevilla FC,LaLiga,€5.00m
17,Álvaro Negredo,Centre-Forward,31,7.5,Spain,Valencia,LaLiga,Besiktas,Süper Lig,€2.50m
17,Martin Braithwaite,Centre-Forward,26,7.5,Denmark,Middlesbrough,Championship,G. Bordeaux,Ligue 1,loan transfer
17,Patrick Roberts,Right Winger,20,7.5,England,Man City,Premier League,Celtic,Premiership,loan transfer
17,Rémy Cabella,Attacking Midfield,27,7.5,France,Marseille,Ligue 1,Saint-Étienne,Ligue 1,loan transfer
17,Ashley Fletcher,Centre-Forward,21,1.0,England,West Ham,Premier League,Middlesbrough,Championship,€7.30m
17,Yuning Zhang,Centre-Forward,20,7.0,China,Vitesse,Eredivisie,West Brom,Premier League,€7.20m
17,Jannes Horn,Centre-Back,20,4.0,Germany,VfL Wolfsburg,Bundesliga,1.FC Köln,Bundesliga,€7.00m
17,Jeremy Toljan,Right-Back,23,3.5,Germany,TSG Hoffenheim,Bundesliga,Bor. Dortmund,Bundesliga,€7.00m
17,Clinton N'Jie,Right Winger,23,7.0,Cameroon,Tottenham,Premier League,Marseille,Ligue 1,€7.00m
17,Álex Berenguer,Left Winger,22,6.0,Spain,CA Osasuna,2ª División,Torino,Serie A,€7.00m
17,Neto,Goalkeeper,27,6.0,Brazil,Juventus,Serie A,Valencia,LaLiga,€7.00m
17,Francesco Cassata,Central Midfield,20,1.0,Italy,Juventus,Serie A,Sassuolo,Serie A,€7.00m
17,Mário Rui,Left-Back,26,7.0,Portugal,FC Empoli,Serie B,AS Roma,Serie A,€6.00m
17,Soualiho Meïté,Central Midfield,23,7.0,France,LOSC Lille,Ligue 1,Zulte Waregem,JPL,€5.10m
17,Sam Larsson,Left Winger,24,7.0,Sweden,Heerenveen,Eredivisie,Feyenoord,Eredivisie,€4.00m
17,Valentin Eysseric,Attacking Midfield,25,7.0,France,OGC Nice,Ligue 1,Fiorentina,Serie A,€3.50m
17,Ademola Lookman,Second Striker,20,7.0,Nigeria,Everton,Premier League,RB Leipzig,Bundesliga,Loan fee:€500k
17,Henry Onyekuru,Left Winger,20,7.0,Nigeria,Everton,Premier League,RSC Anderlecht,JPL,loan transfer
17,Pablo Zabaleta,Right-Back,32,7.0,Argentina,Man City,Premier League,West Ham,Premier League,free transfer
17,Yann M'Vila,Defensive Midfield,27,7.0,France,Rubin Kazan,Premier Liga,Saint-Étienne,Ligue 1,?
17,Dmitriy Poloz,Left Winger,25,7.0,Russia,Rostov,Premier Liga,Zenit S-Pb,Premier Liga,free transfer
17,Gaël Clichy,Left-Back,31,7.0,France,Man City,Premier League,Basaksehir,Süper Lig,free transfer
17,Matteo Pessina,Central Midfield,20,6.0,Italy,AC Milan,Serie A,Atalanta BC,Serie A,€7.00m
17,Pol Lirola,Right-Back,20,5.0,Spain,Juventus,Serie A,Sassuolo,Serie A,€7.00m
17,Kyriakos Papadopoulos,Centre-Back,25,7.0,Greece,B. Leverkusen,Bundesliga,Hamburger SV,Bundesliga,€6.50m
17,Lucas Leiva,Defensive Midfield,30,7.0,Brazil,Liverpool,Premier League,Lazio,Serie A,€5.70m
17,Ron-Robert Zieler,Goalkeeper,28,7.0,Germany,Leicester,Premier League,VfB Stuttgart,Bundesliga,€4.00m
17,Mário Rui,Left-Back,26,7.0,Portugal,AS Roma,Serie A,Napoli,Serie A,Loan fee:€3.75m
17,Javi García,Defensive Midfield,30,7.0,Spain,Zenit S-Pb,Premier Liga,Real Betis,LaLiga,€1.50m
17,Soualiho Meïté,Central Midfield,23,7.0,France,Monaco,Ligue 1,G. Bordeaux,Ligue 1,loan transfer
17,Wahbi Khazri,Left Winger,26,7.0,Tunisia,Sunderland,Championship,Stade Rennais,Ligue 1,loan transfer
17,Max Gradel,Left Winger,29,7.0,Cote d'Ivoire,Bournemouth,Premier League,Toulouse,Ligue 1,loan transfer
17,Kenedy,Left Winger,21,7.0,Brazil,Chelsea,Premier League,Newcastle,Premier League,loan transfer
17,Georges-Kevin N'Koudou,Left Winger,22,7.0,Cameroon,Tottenham,Premier League,Burnley,Premier League,loan transfer
17,Juan Iturbe,Right Winger,24,7.0,Paraguay,AS Roma,Serie A,Club Tijuana,Liga MX Apertura,loan transfer
17,Gary Madine,Centre-Forward,27,3.0,England,Bolton,Championship,Cardiff,Championship,€6.80m
17,Sven Kums,Central Midfield,29,5.0,Belgium,Watford,Premier League,RSC Anderlecht,JPL,€6.50m
17,Jota Peleteiro,Right Winger,26,1.2,Spain,Brentford,Championship,Birmingham,Championship,€6.50m
17,Wesley Sneijder,Attacking Midfield,33,6.5,Netherlands,Galatasaray,Süper Lig,OGC Nice,Ligue 1,free transfer
17,Gastón Ramírez,Central Midfield,26,6.0,Uruguay,Middlesbrough,Championship,Sampdoria,Serie A,€6.30m
17,Moritz Bauer,Right-Back,25,3.0,Austria,Rubin Kazan,Premier Liga,Stoke City,Premier League,€6.20m
17,André Hahn,Right Winger,26,4.5,Germany,Bor. M'gladbach,Bundesliga,Hamburger SV,Bundesliga,€6.00m
17,Jan Bednarek,Centre-Back,21,5.0,Poland,Lech Poznan,Ekstraklasa,Southampton,Premier League,€6.00m
17,Adil Rami,Centre-Back,31,5.0,France,Sevilla FC,LaLiga,Marseille,Ligue 1,€6.00m
17,Héctor Moreno,Centre-Back,30,5.0,Mexico,AS Roma,Serie A,Real Sociedad,LaLiga,€6.00m
17,Andreas Cornelius,Centre-Forward,24,3.0,Denmark,FC Copenhagen,Superliga,Atalanta BC,Serie A,€6.00m
17,Aboubakar Kamara,Centre-Forward,22,1.0,Mauritania,Amiens SC,Ligue 1,Fulham,Championship,€6.00m
17,Ross McCormack,Second Striker,31,7.0,Scotland,Aston Villa,Championship,Melbourne City,A-League,loan transfer
17,Yanqiang Hu,Right Winger,24,1.5,China,Liaoning FC,League One,BJ Guoan,Super League,€6.55m
17,Steven Berghuis,Right Winger,25,5.5,Netherlands,Watford,Premier League,Feyenoord,Eredivisie,€6.50m
17,Timothy Castagne,Right-Back,21,3.0,Belgium,KRC Genk,JPL,Atalanta BC,Serie A,€6.50m
17,Nathaniel Chalobah,Defensive Midfield,22,5.0,England,Chelsea,Premier League,Watford,Premier League,€6.30m
17,Guido Rodríguez,Defensive Midfield,23,2.5,Argentina,Club Tijuana,Liga MX Apertura,América,Liga MX Apertura,€6.28m
17,Edson Puch,Left Winger,31,1.8,Chile,Necaxa,Liga MX Apertura,Pachuca,Liga MX Apertura,€6.20m
17,Chadrac Akolo,Right Winger,22,2.5,DR Congo,FC Sion,Super League,VfB Stuttgart,Bundesliga,€6.00m
17,Ridgeciano Haps,Left-Back,24,5.0,Suriname,AZ Alkmaar,Eredivisie,Feyenoord,Eredivisie,€6.00m
17,Jean-Victor Makengo,Central Midfield,19,9.0,France,SM Caen,Ligue 1,OGC Nice,Ligue 1,€6.00m
17,Famara Diédhiou,Centre-Forward,24,4.0,Senegal,Angers SCO,Ligue 1,Bristol City,Championship,€6.00m
17,Fabio Eguelfi,Left-Back,22,4.0,Italy,Inter,Serie A,Atalanta BC,Serie A,€6.00m
17,Mathew Ryan,Goalkeeper,25,3.5,Australia,Valencia,LaLiga,Brighton,Premier League,€6.00m
17,Richmond Boakye,Centre-Forward,25,6.0,Ghana,Red Star,Super liga,JS Suning,Super League,€5.50m
17,Javier Mascherano,Defensive Midfield,33,6.0,Argentina,Barcelona,LaLiga,HB CFFC,Super League,€5.50m
17,Nicolás Tagliafico,Left-Back,25,6.0,Argentina,Independiente,Superliga,Ajax,Eredivisie,€4.00m
17,Rafael Carioca,Defensive Midfield,28,6.0,Brazil,Atlético-MG,Série A,Tigres UANL,Liga MX Apertura,€2.55m
17,Danilo Cataldi,Defensive Midfield,22,6.0,Italy,Lazio,Serie A,Benevento,Serie A,Loan fee:€2.00m
17,Mauricio Lemos,Centre-Back,22,6.0,Uruguay,UD Las Palmas,LaLiga,Sassuolo,Serie A,Loan fee:€1.50m
17,Ramón Ábila,Centre-Forward,27,6.0,Argentina,Cruzeiro,Série A,Boca Juniors,Superliga,€1.25m
17,André Carrillo,Central Midfield,26,6.0,Peru,Benfica,Liga NOS,Watford,Premier League,Loan fee:€1.00m
17,Ishak Belfodil,Centre-Forward,25,6.0,Algeria,Standard Liège,JPL,Werder Bremen,Bundesliga,Loan fee:€500k
17,Artem Dzyuba,Centre-Forward,29,6.0,Russia,Zenit S-Pb,Premier Liga,Arsenal Tula,Premier Liga,Loan fee:€120k
17,Aymen Abdennour,Centre-Back,28,6.0,Tunisia,Valencia,LaLiga,Marseille,Ligue 1,loan transfer
17,Firmin Mubele,Centre-Forward,23,6.0,DR Congo,Stade Rennais,Ligue 1,Toulouse,Ligue 1,loan transfer
17,Riccardo Marchizza,Left-Back,19,4.5,Italy,AS Roma,Serie A,Sassuolo,Serie A,€6.00m
17,Benjamin Moukandjo,Centre-Forward,28,6.0,Cameroon,FC Lorient,Ligue 2,JS Suning,Super League,€5.50m
17,Timothée Kolodziejczak,Centre-Back,25,6.0,France,Bor. M'gladbach,Bundesliga,Tigres UANL,Liga MX Apertura,€5.00m
